NCM,Produto,Qtd refs.,Situação (benefício),Dispositivo legal (RICMS-SP),cBenef sugerido,CST provável,"Existe benefício na lei, mas NÃO se aplica a esta venda",Observação
22029900,BEBIDA LACT 3 CORACOES POWER WHEY CAPP CLASSICO 250ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA LACTEA ALPINO CHOCOLATE 280ML,2,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA LACTEA NESCAFE CAPPU CANEL 270ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA LACTEA NESCAFE CHOCOCINO 270ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA LACTEA NESCAFE LATTE 270ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA LACTEA NESCAFE SMOOVLATTE  270ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA LACTEA NESCAFE SMOOVLATTE 270ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA LACTEA NESCAU 180ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA LACTEA NESCAU ACTIGEN 1L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA LACTEA NESCAU GARRAFA SHAKE 270ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA LACTEA NESQUIK MORANGO 180ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA LACTEA NESTON 280ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA STARBUCKS FRAPPUCCI CLASSIC 280ML,2,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA STARBUCKS FRAPPUCCI MOCHA 280ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA YOPRO 23G CHOCOLATE 250ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA YOPRO BANANA 250ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA YOPRO CAFE EXPRESSO 250ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA YOPRO CHEESECAKE DE FRUTAS VERMELHA 15G 250ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA YOPRO MORANGO 15G 250ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,CHA PRONTO KOMBUCHA CA VD MACA VERDE ORG 365ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,CHA PRONTO KOMBUCHA CA VD MORANGO E HIBISCO ORG 365ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO BALY MACA VERDE 2L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO BALY MELANCIA 2L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO BALY MORANGO E PESSEGO 2L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO BALY TADALA 2L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO BALY TRADICIONAL 2L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO BALY TROPICAL 2L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO MONSTER ENERGY 473ML.,2,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO MONSTER ENERGY ZERO ACUCAR 473ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO MONSTER KHAOTIC 473ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO MONSTER MANGO LOCO LT 473ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO MONSTER ULTRA FIESTA MANGO 473ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO MONSTER ULTRA LATA 473ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO MONSTER ULTRA PEACHY 473ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO MONSTER ULTRA STRAWBERRY 473ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO MOOD NO SUGAR 269ML.,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ENERGETICO RED BULL 250ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
